기술검토번호,요청일,영업담당자,제품그룹,Location,고객사,Enduser,담당자
ME20-343,2020-07-07 17:01,HSY(중부),Water Treatment,국내,씨제이제일제당(주)소재인천3공장,씨제이제일제당(주)소재인천3공장,황규효(PC)
ME20-342,2020-07-07 16:57,HSY(중부),Water Treatment,국내,(주)SUN&L,(주)SUN&L,황규효(PC)
ME20-341,2020-07-07 13:15,CYC(설계),Clean & Pure Steam Generators,국내,비드이앤씨기술사사무소,비드이앤씨기술사사무소,이건호
ME20-340,2020-07-07 10:12,조효진,Steam Traps,국내,주식회사 피닉스,주식회사 피닉스,김영민
ME20-339,2020-07-07 9:17,이윤석,Steam Traps,국내,효성화학(주)구미공장,효성화학(주)구미공장,박병호
ME20-338,2020-07-07 8:56,박근국,Water Treatment,국내,오라이온코리아 주식회사,오라이온코리아 주식회사,황규효(PC)
ME20-337,2020-07-06 17:27,OSK(HVAC),Heat Exchanger Packages,국내,(주)포스코건설,(주)셀트리온,권일태
ME20-336,2020-07-06 16:54,하태욱,Heat Exchanger Packages,국내,장엔지니어링,주식회사고려노벨화약,유명훈
ME20-335,2020-07-06 13:37,HGN_정세훈,Heat Exchanger Packages,국내,보라매병원,보라매병원,유명훈
ME20-334,2020-07-06 10:45,JDK(경남),Condensate Pumps,국내,(No_Tax)동서식품(주)창원공장,(No_Tax)동서식품(주)창원공장,김영민
ME20-333,2020-07-06 8:39,신의철,Condensate Pumps,국내,기아(주)화성,기아(주)화성,김영민
ME20-332,2020-07-03 9:16,HSK(산업2),Water Treatment,국내,(주)티에스케이코퍼레이션 서울사옥,(주)티에스케이코퍼레이션 서울사옥,황규효(PC)
ME20-331,2020-07-02 10:00,신의철,Steam Traps,국내,평택에너지앤파워 주식회사,평택에너지앤파워 주식회사,이자영
ME20-330,2020-07-01 15:09,권혁미,Steam Traps,수출,SPIRAX UAE,SPIRAX UAE,이건호
ME20-329,2020-07-01 10:23,MWL(서부),PNEL Controls,국내,주식회사 아이엠에스,삼성전자(주)화성,김영민
ME20-328,2020-07-01 8:32,조효진,Other STAP,국내,우림플랜트(주),우림플랜트(주),박병호
ME20-327,2020-06-30 14:48,HSE_김경복,Other STAP,국내,(주)켐스코,삼성생명공익재단삼성노블카운티,김영민
ME20-326,2020-06-30 14:46,동부이엔씨,PNEL Controls,국내,SK하이닉스(주)이천,SK하이닉스(주)이천,유명훈
ME20-325,2020-06-30 10:38,HSL(SGS),Water Treatment,국내,(주)톱텍,(주)톱텍,황규효(PC)
ME20-324,2020-06-30 10:17,임현섭,Heat Exchanger Packages,국내,삼성바이오로직스 주식회사,삼성바이오로직스 주식회사,유명훈
ME20-323,2020-06-30 9:47,DWK(HVAC),Condensate Pumps,국내,센추리기술연구소,강릉안인화력발전소,유명훈
ME20-322,2020-06-30 8:47,EPE_박진성,Steam Traps,국내,(주)딘텍,(주)딘텍,이자영
ME20-321,2020-06-29 16:02,KHW(해상),Steam Traps,국내,삼성중공업(주)거제조선소,삼성중공업(주)거제조선소,이영훈
ME20-320,2020-06-29 15:48,KHW(해상),Ancilaries,수출,장엔지니어링,비에이치아이주식회사,박병호
ME20-319,2020-06-26 18:00,JWK(전주),Other STAP,국내,㈜창해이엔지,롯데칠성음료(주)군산공장,김영민
ME20-318,2020-06-26 10:20,조효진,Other STAP,국내,주식회사 동진씨앤지,주식회사 동진씨앤지,이자영
ME20-317,2020-06-25 16:46,권혁미,Other STAP,수출,SPIRAX UAE,마덴 (MAADEN),이영훈
ME20-316,2020-06-25 16:40,김원근,HEAT Exchangers,수출,현대중공업(주)-선박,현대중공업(주)-선박,이건호
ME20-315,2020-06-25 9:08,HSL(SGS),Water Treatment,국내,코오롱이앤피(주),코오롱이앤피(주),황규효(PC)
ME20-314,2020-06-24 14:08,안광현,ABCO,국내,효성티앤씨(주) 울산공장,효성티앤씨(주) 울산공장,김영민
ME20-313,2020-06-24 9:13,권혁미,Other STAP,수출,SPIRAX SARCO THAILAND,SPIRAX SARCO THAILAND,이영훈
ME20-312,2020-06-23 18:34,SWP,Clean & Pure Steam Generators,국내,삼성이앤에이(주),이연제약(충주),이건호
ME20-311,2020-06-23 17:46,이후원(DO_G),Ancilaries,수출,지에스건설(주),지에스건설(주),박병호
ME20-310,2020-06-23 10:53,김형욱,Other STAP,국내,베델엔지니어링,(No_Tax)SK이노베이션(주),김영민
ME20-309,2020-06-22 15:43,엄주석,Ancilaries,수출,에스지씨이앤씨 주식회사,효성 VINA Chemical,이자영
ME20-308,2020-06-22 11:52,엄주석,Steam Traps,수출,에스지씨이앤씨 주식회사,효성 VINA Chemical,이자영
ME20-307,2020-06-22 11:43,황태현,Steam Traps,수출,현대엔지니어링(주),PERTAMINA,박병호
ME20-306,2020-06-22 11:18,CYC(설계),Clean & Pure Steam Generators,국내,금호맥이엔지,(주)셀트리온,이건호
ME20-305,2020-06-19 8:17,DNJ(울산),Pressure Controls,국내,SK에너지 주식회사 울산 CLX,SK에너지 주식회사 울산 CLX,이건호
ME20-304,2020-06-18 13:22,신의철,ABCO,국내,기아(주)화성,기아(주)화성,김영민
ME20-303,2020-06-18 13:09,KHW(해상),Sundry Products,국내,한화오션 (주),한화오션 (주),이자영
ME20-302,2020-06-18 10:44,YJW,Water Treatment,국내,(주)참맛,(주)참맛,황규효(PC)
ME20-301,2020-06-17 17:56,BSI(HVAC),Heat Exchanger Packages,국내,중원엔지니어링주식회사,중원엔지니어링주식회사,유명훈
ME20-300,2020-06-16 16:04,SYL(울산),ABCO,국내,(No_Tax)롯데케미칼 주식회사 울산1공장,(No_Tax)롯데케미칼 주식회사 울산1공장,김영민
ME20-299,2020-06-16 15:04,BSI(HVAC),Sundry Products,국내,중원엔지니어링주식회사,에스케이에코플랜트(주),이자영
ME20-298,2020-06-16 13:20,김규현,SI Humidifiers,국내,한국공조엔지니어링(주),(주)한국비엔씨,박병호
ME20-297,2020-06-15 15:49,HBK(HVAC1),Pressure Controls,국내,강후테크,LG사이언스파크,이영훈
ME20-296,2020-06-15 13:19,김민곤,Steam Traps,국내,(No_Tax)(주)엘지화학 대산공장,(No_Tax)(주)엘지화학 대산공장,이자영
ME20-295,2020-06-15 11:31,HSY(중부),Water Treatment,국내,중앙대학교광명병원,중앙대학교광명병원,황규효(PC)
ME20-294,2020-06-12 16:36,HSE_김경복,PNEL Controls,국내,(주)이인기공,(주)이인기공,김영민
ME20-293,2020-06-12 13:58,PWP(산업2),Other STAP,국내,지에스건설(주),대구그린에너지,김영민
ME20-292,2020-06-11 11:24,신의철,SI Humidifiers,국내,현대자동차(주)아산공장,현대자동차(주)아산공장,박병호
ME20-291,2020-06-10 17:03,JDK(경남),Steam Traps,국내,(주)아이마켓코리아,해성디에스주식회사,박병호
ME20-290,2020-06-10 16:31,GHK(DO_G),Steam Traps,수출,롯데건설(주),롯데케미칼 주식회사 대산공장,이영훈
ME20-289,2020-06-10 10:05,조효진,Condensate Pumps,국내,KC코트렐(주),KC코트렐(주),이건호
ME20-287,2020-06-09 17:01,GHK(DO_G),Steam Traps,수출,필즈엔지니어링(주),롯데케미칼 주식회사,이영훈
ME20-286,2020-06-09 14:02,HSK(산업2),Water Treatment,국내,한화토탈에너지스 주식회사,한화토탈에너지스 주식회사,황규효(PC)
ME20-285,2020-06-08 17:47,HSL(SGS),Water Treatment,국내,아이에스동서(주),아이에스동서(주),이영훈
ME20-284,2020-06-08 17:16,백성윤,Ancilaries,국내,디엘이앤씨 주식회사,에이치디현대케미칼주식회사,이자영
ME20-283,2020-06-08 14:35,동부이엔씨,Heat Exchanger Packages,국내,(No_Tax)코카콜라음료(주)여주,(No_Tax)코카콜라음료(주)여주,유명훈
ME20-282,2020-06-08 10:53,KHW(해상),Other STAP,국내,(주)제이테크,(주)제이테크,이영훈
ME20-281,2020-06-08 10:00,엄주석,Steam Traps,국내,(주)디에스21,지에스칼텍스(주)여수,이영훈
ME20-280,2020-06-05 10:35,HSY(중부),Water Treatment,국내,인천환경공단 송도사업소,인천환경공단 송도사업소,황규효(PC)
ME20-279,2020-06-05 9:40,EMS_문경철,SI Humidifiers,국내,(No_Tax)(주)엘지화학오창테크노파크,(No_Tax)(주)엘지화학오창테크노파크,박병호
ME20-278,2020-06-05 9:30,EPE_박진성,Metering,수출,(주)부산이앤이,(주)부산이앤이,김영민
ME20-277,2020-06-04 17:11,황태현,Ancilaries,국내,(주)한화건설,한화토탈에너지스 주식회사,박병호
ME20-276,2020-06-03 17:02,김민곤,Steam Traps,국내,(No_Tax)(주)엘지화학 대산공장,(No_Tax)(주)엘지화학 대산공장,이건호
ME20-275,2020-06-03 9:30,조효진,PNEL Controls,국내,주식회사 피닉스,주식회사 피닉스,유명훈
ME20-274,2020-06-03 9:30,GHK(DO_G),Condensate Pumps,수출,삼성이앤에이(주),아부다비정유 (Takreer),이영훈
ME20-273,2020-06-02 17:05,장철민,PNEL Controls,국내,한국미우라공업(주),(No_Tax)농심(주)안양공장,김영민
ME20-272,2020-06-02 16:20,HSY(중부),Water Treatment,국내,인천환경공단 송도사업소,인천환경공단 송도사업소,황규효(PC)
ME20-271,2020-06-02 16:16,HSY(중부),Water Treatment,국내,(주)컴버스텍,현대제철(주),황규효(PC)
ME20-270,2020-06-02 15:38,장철민,Steam Traps,국내,(주)씨오텍,(주)씨오텍,김영민
ME20-269,2020-06-01 12:57,HSL(SGS),Water Treatment,국내,(No_Tax)듀폰코리아주식회사울산공장,(No_Tax)듀폰코리아주식회사울산공장,황규효(PC)
ME20-268,2020-06-01 10:24,JDK(경남),Sundry Products,국내,유신이엔지,(No_Tax)엘지전자(주)창원１공장,이자영
ME20-267,2020-06-01 8:16,박근국,Water Treatment,국내,(주)에코프로이노베이션,(주)에코프로이노베이션,황규효(PC)
ME20-266,2020-05-29 18:28,황수진,Other STAP,국내,(주)수국,강릉안인화력발전소,김영민
ME20-265,2020-05-29 16:33,권혁미,PNEL Controls,수출,SPIRAX SARCO JAPAN,SPIRAX SARCO JAPAN,이건호
ME20-264,2020-05-29 16:26,지한웅,Steam Traps,국내,리뉴에너지충청 주식회사,리뉴에너지충청 주식회사,이건호
ME20-263,2020-05-29 14:32,임현섭,SI Humidifiers,국내,한사코엔지니어링(주),한사코엔지니어링(주),박병호
ME20-262,2020-05-28 19:08,KHW(해상),Steam Traps,국내,장엔지니어링,비에이치아이주식회사,박병호
ME20-261,2020-05-28 18:33,엄주석,Other STAP,국내,주식회사 한국드와이어,현대건설(주),이자영
ME20-260,2020-05-28 15:45,JDK(경남),Sundry Products,국내,마산대학교,마산대학교,이자영
ME20-259,2020-05-27 9:48,권혁미,Other STAP,수출,SPIRAX SARCO THAILAND,SPIRAX SARCO THAILAND,박병호
ME20-258,2020-05-26 18:29,전대수,Ancilaries,국내,정엔지니어링(주),(No_Tax)금호석유화학(주)여수고무,박병호
ME20-256,2020-05-25 17:10,전대수,Steam Traps,국내,정엔지니어링(주),(No_Tax)금호석유화학(주)여수고무,이건호
ME20-253,2020-05-22 16:40,김원근,Other STAP,수출,현대중공업(주)-선박,현대중공업(주)-선박,이영훈
ME20-252,2020-05-22 16:00,전대수,Pressure Controls,국내,나우이엔지,(No_Tax)포스코(주)광양제철소,김영민
ME20-251,2020-05-22 15:33,엄주석,Ancilaries,국내,(주)한국이피테크,에이치디현대오일뱅크(주),이자영
ME20-250,2020-05-22 15:38,김원근,Other STAP,수출,에이치디현대중공업 주식회사,에이치디현대중공업 주식회사,이영훈
ME20-249,2020-05-22 11:04,SYL(울산),Other STAP,국내,(No_Tax)롯데케미칼 주식회사 울산1공장,(No_Tax)롯데케미칼 주식회사 울산1공장,이자영
ME20-248,2020-05-22 9:29,권혁미,PNEL Controls,수출,SPIRAX SARCO JAPAN,SPIRAX SARCO JAPAN,유명훈
ME20-247,2020-05-21 16:17,하태욱,PNEL Controls,국내,엠함안 주식회사,엠함안 주식회사,김영민
ME20-246,2020-05-21 8:09,SYL(울산),ABCO,국내,(No_Tax)롯데케미칼 주식회사 울산1공장,(No_Tax)롯데케미칼 주식회사 울산1공장,김영민
ME20-245,2020-05-20 15:29,JDK(경남),Condensate Pumps,국내,주식회사 청림,삼성중공업(주)거제조선소,김영민
ME20-244,2020-05-20 15:00,남철규,SI Humidifiers,국내,(주)삼화에이스,삼성바이오로직스 주식회사,황규효(PC)
ME20-243,2020-05-20 9:47,GHK(DO_G),Other STAP,국내,롯데건설(주),롯데정밀화학(주),이자영
ME20-242,2020-05-20 8:44,JWK(전주),Condensate Pumps,국내,주식회사상공에너지,주식회사상공에너지,김영민
ME20-241,2020-05-19 17:10,권혁미,PNEL Controls,수출,SPIRAX SARCO JAPAN,SPIRAX SARCO JAPAN,김영민
ME20-240,2020-05-19 15:17,KHP(서부),Ancilaries,국내,롯데케미칼 주식회사 대산공장,롯데케미칼 주식회사 대산공장,박병호
ME20-239,2020-05-18 17:11,임현섭,Other STAP,국내,(주)삼화제작소,에이치디현대케미칼주식회사,이영훈
ME20-238,2020-05-18 8:48,EPE_박진성,PNEL Controls,국내,르노삼성자동차주식회사,르노삼성자동차주식회사,김영민
ME20-237,2020-05-14 15:53,김규현,Other STAP,국내,(주)켐스코,삼성생명공익재단삼성노블카운티,김영민
ME20-236,2020-05-14 9:38,HSK(산업2),Water Treatment,국내,이메이트기술(주),이메이트기술(주),황규효(PC)
ME20-235,2020-05-13 13:52,GHK(지원),Sundry Products,국내,덕신건업(주),기흥역 롯데캐슬 레이시티 (기흥역세권 M1블럭),이자영
ME20-234,2020-05-13 9:26,WYJ(대구),Clean & Pure Steam Generators,국내,(주)경한,(주)경한,이건호
ME20-233,2020-05-12 13:44,권혁미,Other STAP,수출,SPIRAX SARCO THAILAND,SPIRAX SARCO THAILAND,이영훈
ME20-232,2020-05-12 13:29,엄주석,Steam Traps,수출,에스지씨이앤씨 주식회사,효성 VINA Chemical,박병호
ME20-231,2020-05-12 9:04,EMS_이윤희,SI Humidifiers,국내,SK하이닉스(청주),SK하이닉스(청주),황규효(PC)
ME20-230,2020-05-11 16:44,백성윤,Ancilaries,수출,SPIRAX SARCO U.K.,SPIRAX SARCO U.K.,이자영
ME20-229,2020-05-11 14:02,동부이엔씨,Heat Exchanger Packages,국내,현대중공업(주)강릉씨마크호텔,현대중공업(주)강릉씨마크호텔,유명훈
ME20-228,2020-05-11 11:22,권혁미,Ancilaries,수출,SPIRAX UAE,SPIRAX UAE,이자영
ME20-226,2020-05-08 12:52,HSL(SGS),Water Treatment,국내,칠곡경북대학교병원,칠곡경북대학교병원,황규효(PC)
ME20-225,2020-05-07 14:40,문성원,SI Humidifiers,국내,(주)귀뚜라미범양냉방,삼성전자(주)평택,박병호
ME20-224,2020-05-06 16:09,문성원,Heat Exchanger Packages,국내,비드이앤씨기술사사무소,비드이앤씨기술사사무소,유명훈
ME20-223,2020-05-06 11:14,김규현,SI Humidifiers,국내,주식회사 녹색에너지,삼성전기(주)부산공장,박병호
ME20-222,2020-05-06 9:58,GHK(DO_G),Condensate Pumps,국내,롯데건설(주),에이치디현대오일뱅크(주),유명훈
ME20-221,2020-04-29 18:49,JWK(전주),Other STAP,국내,(주)하림,(주)하림,김영민
ME20-220,2020-04-28 17:48,이후원(DO_G),Ancilaries,국내,에스케이에코플랜트(주),에스케이어드밴스드주식회사,이영훈
ME20-219,2020-04-28 12:10,SGK(울산),PNEL Controls,국내,(주)야정,코스모화학(주),김영민
ME20-218,2020-04-28 10:01,나상진,Other STAP,수출,SPIRAX USA,SPIRAX USA,이자영
ME20-217,2020-04-28 9:58,권혁미,PNEL Controls,수출,SPIRAX SARCO JAPAN,SPIRAX SARCO JAPAN,이건호
ME20-216,2020-04-27 13:14,HSK(산업2),Water Treatment,국내,(주)에코비트엠엔에스,(주)에코비트엠엔에스,황규효(PC)
ME20-215,2020-04-24 15:32,SGK(울산),Desuperheater & TVR,국내,(주)야정,코스모화학(주),김영민
ME20-214,2020-04-24 15:32,SGK(울산),Desuperheater & TVR,국내,(주)야정,코스모화학(주),김영민
ME20-213,2020-04-23 16:20,엄주석,Other STAP,수출,에스지씨이앤씨 주식회사,에스지씨이앤씨 주식회사,이영훈
ME20-212,2020-04-23 11:26,엄주석,Other STAP,국내,(주)쓰리에스이엔씨,(주)쓰리에스이엔씨,이영훈
ME20-211,2020-04-22 18:04,박준혁,Other STAP,국내,(주)영풍 석포제련소,(주)영풍 석포제련소,김영민
ME20-210,2020-04-21 18:05,JWK(전주),Heat Exchanger Packages,국내,(주)하림,(주)하림,이건호
ME20-209,2020-04-21 15:32,임현섭,Steam Traps,국내,(주)청우엔지니어링,HD현대인프라코어,이자영
ME20-208,2020-04-21 15:06,GHK(DO_G),Other STAP,수출,삼성이앤에이(주),삼성이앤에이(주),이영훈
ME20-207,2020-04-21 15:12,KHW(해상),Condensate Pumps,국내,장엔지니어링,(주)로터스엔지니어링,김영민
ME20-206,2020-04-21 10:15,PWP(산업2),PNEL Controls,국내,유니슨에이치케이알(주),유니슨에이치케이알(주),유명훈
ME20-205,2020-04-20 9:24,김규현,SI Humidifiers,국내,한국공조엔지니어링(주),(주)한국비엔씨,박병호
ME20-204,2020-04-20 9:12,문성원,Sundry Products,국내,남도TEC,남도TEC,이자영
ME20-203,2020-04-20 8:38,신의철,Heat Exchanger Packages,국내,주식회사 호반호텔앤리조트,주식회사 호반호텔앤리조트,유명훈
ME20-202,2020-04-17 16:21,맵스코리아,Steam Traps,국내,(주)종근당천안공장,(주)종근당천안공장,유명훈
ME20-201,2020-04-17 15:57,DWK(HVAC),SI Humidifiers,국내,현대공조 주식회사,강릉아산병원,박병호
ME20-200,2020-04-17 14:58,정숙현,Condensate Pumps,국내,(주)정밀기공,(주)정밀기공,김영민
